SORU_ID,SORU,DOĞRU CEVAP,AKADEMİK SEVİYE,SORU TÜRÜ,KRİTİK ANAHTAR,KAVRAMLAR
yaz_okulu_2024_cikmis_sorular_2,"Mülkiyet ve egemenliğin birbirine katıldığı, siyasal iktidar ile ekonomik iktidarın aynı kişide birleştiği ve dönemin üretim yapısı kadar yönetim yapısını da ifade eden kavram aşağıdakilerden hangisidir?",D,-,-,-,-
yaz_okulu_2024_cikmis_sorular_3,"Liberalizmin ekonomik ve sosyal etkilerine karşı olarak ortaya çıkan ve liberal düşüncenin temelinde yer alan bireyciliğe karşı, toplumun bireye üstünlüğü düşüncesini geliştiren iktisadi düşünce aşağıdakilerden hangisidir?",D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Liberalizm ve bireycilik,"Liberalizm, Neo Liberalizm, Bireycilik"
yaz_okulu_2024_cikmis_sorular_4,Sosyal politikanın uluslararası araçlarından en önemlisi aşağıdakilerden hangisidir?,A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal politikanın uluslararası araçlarından en önemlisi,"Uluslararası Çalışma Örgütü, Sosyal politika"
yaz_okulu_2024_cikmis_sorular_5,Aşağıdakilerden hangisi sosyal politikanın kollektif kendi kendine yardım araçlarından biri değildir?,B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal politika kollektif kendi kendine yardım araçlarından biri,"Bakanlıklar, Sendikalar, Kooperatifler, Dernekler"
yaz_okulu_2024_cikmis_sorular_6,"Çalışan ücretlerinin standart para yerine, mal veya para yerine geçen kâğıt kuponlar şeklinde ödendiği sisteme ne ad verilir?",B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soru kökündeki 'kuponlar' ifadesi,"Taylor, Akord"
yaz_okulu_2024_cikmis_sorular_7,1802 yılında İngiltere’de dokuma sanayiinde kabul edilen kanun çalışan çocukları hangi alanda korumaya çalışmıştır?,C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,çocuklar,"Bismarck, Sosyal Sigorta"
yaz_okulu_2024_cikmis_sorular_8,"Aşağıdakilerden hangisi, gelir dağılımı politikası araçlarından biri değildir?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Gelir dağılımı politikası araçlarından biri değildir,"Gelir Dağılımı Politikası, İşgücü Piyasası ve Ücret Politikaları, Maliye Politikası, Hukuk Politikası, Eğitim Politikası, Fiyat Politikası"
yaz_okulu_2024_cikmis_sorular_9,"Yoksulluğu sadece mutlak anlamda bir yaşamı sürdürme meselesi olarak görmeyen, kişi ya da hane halkının sahip olduğu gelir düzeyinin, içinde yaşanılan toplumdaki ortalama gelir düzeyinin gerisinde kalma durumu olarak ifade edilen kavrama ------- denir. Yukarıdaki cümlede boş bırakılan yeri aşağıdakilerden hangisi doğru şekilde tamamlar?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soru kökündeki 'yoksulluk' ifadesi,"Yoksulluk, Göreli Yoksulluk"
yaz_okulu_2024_cikmis_sorular_10,"Aşağıdakilerden hangisi nedenlerine göre ayrımcılık türlerinden biri değildir? Etnik köken, din ve siyasal görüşe dayalı ayrımcılık",B,-,-,-,-
yaz_okulu_2024_cikmis_sorular_11,"""Sosyal güvenlik"" terim olarak ilk kez aşağıdaki düzenlemelerin hangisinde kullanılmıştır?",E,-,-,-,-
yaz_okulu_2024_cikmis_sorular_12,Sosyal dışlanma sorununa ilk defa açık bir biçimde yer veren uluslararası anlaşma aşağıdakilerden hangisidir?,E,-,-,-,-
yaz_okulu_2024_cikmis_sorular_13,"Toplumsal yaşamda dil, din, ırk, etnik köken, cinsiyet, cinsel yönelim, engellilik ve yaş gibi nesnel olmayan faktörler temel alınarak birey veya gruplara yöneltilen farklı davranış ve uygulamalara ne ad verilir?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Nesnel olmayan faktörler,"Eşitsizlik, Ön yargı, Sübjektiflik, Ayrımcılık"
yaz_okulu_2024_cikmis_sorular_14,Bir konfederasyon olan Almanya'nın birleşerek imparatorluğa dönüşmesinde ve devletçi sosyal politikaların kapsamlı bir biçimde uygulanmasında en önemli rolü oynayan ilk şansölyesi kimdir?,A,Bilgi / Analiz,Tarih/Görev eşleştirmesi,'Birleşerek imparatorluğa' ve 'devletçi sosyal politikaların' ifadesi,"Birleşerek imparatorluk, Devletçi Sosyal Politika, Bismarck"
yaz_okulu_2024_cikmis_sorular_15,"Aşağıdakilerden hangisi, sosyal sigortaların öncelikli olarak kapsama alacağı nüfus kesimi belirlenirken göz önünde bulundurulan faktörlerden biri değildir?",E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal sigortaların öncelikli olarak kapsama alacağı nüfus kesimi belirlenirken göz önünde bulundurulan faktörlerden biri değildir,"Sosyal Sigorta, Teknoloji faktörü, Baskı grubu faktörü, Mali imkanlar faktörü, İhtiyaç faktörü, İdari imkanlar faktörü"
yaz_okulu_2024_cikmis_sorular_16,“Herkes İçin Fırsatlar Yaratan Adil Bir Küreselleşme Raporu” hangi kuruluş tarafından hazırlanmıştır?,D,-,-,-,-
yaz_okulu_2024_cikmis_sorular_17,Kadınlar tarihin her döneminde çalışma yaşamında sürekli olarak yer almıştır. Bununla beraber ücretli işçi olarak çalışma yaşamına girmeleri ilk kez ------- ile olmuştur. Yukarıdaki cümlede boş bırakılan yeri aşağıdakilerden hangisi doğru olarak tamamlar?,A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,I. Dünya Savaşının sona ermesi,"Sanayi Devrimi, I. Dünya Savaşının sona ermesi"
yaz_okulu_2024_cikmis_sorular_19,"Küreselleşmeyi, mal ve hizmet piyasaları ile birlikte mali piyasaların da bütünleştiği, ulusal ekonomilerin birbirlerine bağımlılıklarının arttığı çok yönlü bir ekonomik bütünleşme süreci olarak tanımlayan uluslararası kuruluş aşağıdakilerden hangisidir?",D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Süreç olarak tanımlayan uluslararası kuruluş,"World Trade Organization, OECD, IMF"
yaz_okulu_2024_cikmis_sorular_20,İşverenlerin engelli istihdamını sağlamak amacıyla bazı iş ve mesleklerin tamamen veya kısmen engelliler için ayrılması yöntemine ne ad verilir?,E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soru kökündeki 'engelli' ifadesi,"Engelli, Tahsis yöntemi"
yaz_okulu_2024_cikmis_sorular_21,"Küreselleşmeyi, geleneksel kavramlarla açıklanamayan “yeni bir çağın adı” olarak ifade eden yaklaşım aşağıdakilerden hangisidir?",Bilinmiyor,Bilgi / Analiz,Kurum-Görev eşleştirmesi,"Küreselleşmeyi, geleneksel kavramlarla açıklanamayan ""yeni bir çağın adı"" ifadesi","Küreselleşme, Bismarck, Sosyal Sigorta"
yaz_okulu_2025_cikmis_sorular_2,"Toplumsal düzenin köklü biçimde, gerekirse devrim yoluyla değiştirilmesini, üretim araçları üzerindeki özel mülkiyet hakkının devlete geçmesini ve proleterlerin egemen olduğu bir devlet düzenini hedefleyen düşünce sistemi aşağıdakilerden hangisidir?",D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,devrim,"Proletarya, Üretim Araçları, Devrim"
yaz_okulu_2025_cikmis_sorular_3,Sosyal politikanın uluslararası araçlarından en önemlisi aşağıdakilerden hangisidir?,D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal politikanın uluslararası araçlarından en önemlisi,"Sosyal Sigorta, Uluslararası Çalışma Örgütü"
yaz_okulu_2025_cikmis_sorular_4,Aşağıdakilerden hangisi kişi bakımından sosyal politikanın kapsamında değildir?,E,-,-,-,-
yaz_okulu_2025_cikmis_sorular_5,Piyasa mekanizması ve fiyatlar sistemini her türlü ekonomik ve sosyal sorunu kendiliğinden çözümleyen “gizli bir el” işlevi olarak gören düşünce yapısı aşağıdakilerden hangisidir?,A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Piyasa mekanizması ve fiyatlar sistemini,"Sosyalizm, Bismarck"
yaz_okulu_2025_cikmis_sorular_6,Asgari geçim düşüncesine dayanan ve kişilerin ya da hane halklarının asgari geçim düzeyinin altında olma durumunu ifade eden yoksulluk türü aşağıdakilerden hangisidir?,B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soru kökündeki 'asgari geçim' ifadesi,"Yoksulluk, Asgari Geçim"
yaz_okulu_2025_cikmis_sorular_7,Kişisel gelir dağılımı eşitsizliğinin ölçülmesi için kullanılan eğriye ne ad verilir?,E,-,-,-,-
yaz_okulu_2025_cikmis_sorular_8,1802 yılında İngiltere’de dokuma sanayiinde kabul edilen kanun çalışan çocukları öncelikle hangi alanda korumaya çalışmıştır?,B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,çalışan çocukları,"Bismarck, Sosyal Sigorta, Dokuma Sanayi"
yaz_okulu_2025_cikmis_sorular_10,Aile ödenekleri sigortasından sağlanan temel yardım aşağıdakilerden hangisidir?,C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sigorta,"Sosyal Sigorta, Bismarck"
yaz_okulu_2025_cikmis_sorular_11,Bir arada yaşama kültürünün bir ürünü olarak aidiyet duygusu üzerinden kırsal kesimde ve kentlerin gecekondu bölgelerinde komşuluk ve akrabalığa bağlı olarak uygulanan geleneksel sosyal güvenlik yöntemi aşağıdakilerden hangisidir?,C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Aidiyet duygusu,"Aidiyet, Sosyal Güvenlik"
yaz_okulu_2025_cikmis_sorular_12,Türkiye'de analık sigortasından geçici iş göremezlik ödeneği verilme süresi kural olarak toplam kaç haftadır?,C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,analık sigortasından geçici iş göremezlik ödeneği verilme,"analık sigortası, geçici iş göremezlik ödeneği"
yaz_okulu_2025_cikmis_sorular_13,"Güney Afrika’da hükümet tarafından 1990’ların ortalarına kadar zencilere karşı uygulanan ayrımcılık, ortaya çıkış biçimine göre ayrımcılık türlerinden hangisine örnektir?",A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sistematik,"Sistematik ayrımcılık, Apartheid"
yaz_okulu_2025_cikmis_sorular_14,"Toplumsal yaşamda dil, din, ırk, etnik köken, cinsiyet, cinsel yönelim, engellilik ve yaş gibi nesnel olmayan faktörler temel alınarak birey veya gruplara yöneltilen farklı davranış ve uygulamalara ne ad verilir",A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Nesnel olmayan faktörler,"Sosyal Ayrımcılık, Nesnel Olmayan Faktörler"
yaz_okulu_2025_cikmis_sorular_15,Sosyal dışlanma sorununa ilk defa açık bir biçimde yer veren uluslararası anlaşma aşağıdakilerden hangisidir?,D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal dışlanma,"Sosyal Dışlanma, Nice Anlaşması, Amsterdam Anlaşması"
yaz_okulu_2025_cikmis_sorular_16,21. yüzyılın ilk on yılında dünya nüfusunun yalnızca yüzde ------- yeterli sosyal güvenlik garantisine sahiptir. Yukarıdaki cümlede boş bırakılan yeri aşağıdakilerden hangisi doğru olarak tamamlar?,D,-,-,-,-
yaz_okulu_2025_cikmis_sorular_17,"4857 sayılı İş Kanununa göre, 400 işçinin çalıştığı kamuya ait bir işyerinde en az kaç eski hükümlü çalıştırma zorunluluğu bulunmaktadır?",A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,4857 sayılı İş Kanununa göre,"Sosyal Devlet, 4857 sayılı İş Kanununa göre"
yaz_okulu_2025_cikmis_sorular_18,"Küreselleşmeyi, nimetleri ve külfetleri; fırsatları ve tehditleri ve nihayet olumlu ve olumsuz sonuçları ile birlikte değerlendirerek kaçınılmaz teslim olunması gereken bir süreç olarak değil, ortaya çıkaracağı olumsuz sonuçların giderilebilmesi için müdahale edilmesi gereken bir süreç olarak gören küreselleşme yaklaşımı aşağıdakilerden hangisidir?",B,-,-,-,-
yaz_okulu_2025_cikmis_sorular_19,Çocukların korunmasına yönelik sosyal politikalar kapsamında genel kural olarak kaç yaşını doldurmamış çocukların çalıştırılmaları yasaktır?,C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Çocukların korunmasına yönelik sosyal politikalar,"Sosyal Sigorta, Çocuk Koruma"
yaz_okulu_2025_cikmis_sorular_20,“Herkes İçin Fırsatlar Yaratan Adil Bir Küreselleşme Raporu” hangi kuruluş tarafından hazırlanmıştır?,B,-,-,-,-
yaz_okulu_2025_cikmis_sorular_21,Türkiye’de engelli çalıştırılma zorunluluğu ilk olarak hangi kanunla getirilmiştir?,Bilinmiyor,Bilgi / Analiz,Kurum-Görev eşleştirmesi,engelli çalıştırılma zorunluluğu,"Bismarck, Sosyal Sigorta, Engelli Çalışır"
guz_ara_sinav_2022_cikmis_sorular_2,"1936 yılında yazdığı “İstihdam, Faiz ve Paranın Genel Teorisi” adlı eserinde, klasik iktisat anlayışına önemli eleştiriler getirerek liberal çizgiden ödünler vermiş olan iktisatçı kimdir?",A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,1936 yılında yazdığı,John Maynard Keynes
guz_ara_sinav_2022_cikmis_sorular_3,"Türkiye’de sosyal politika eğitimine ilişkin ilk çalışmaları gerçekleştiren, sosyal politikanın çeşitli konuları hakkında çok sayıda eser veren ve bu alanda birçok bilim insanının yetişmesine katkı sağlayan Türk sendikacılık hareketlerinin gelişmesi ve 1945 yılından itibaren Çalışma Bakanlığı başta olmak üzere birçok kurumun oluşumunda önemli katkıları olan bilim adamı aşağıdakilerden hangisidir?",D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal politika eğitimine ilişkin ilk çalışmaları,"Gerhard Kessler, Albert Malche, Ernst Reuter, Fritz Neumark, Ernst Hirsch"
guz_ara_sinav_2022_cikmis_sorular_4,Türk endüstri ilişkileri sisteminin demokratik kurallar çerçevesinde oluşumuna katkılar sağlayan “sosyal devlet” düşüncesi ilk kez hangi Anayasa ile Türk Anayasa sistemine girmiştir?,C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Anayasa kökündeki 'sosyal devlet' ifadesi,"Anayasa, Sosyal Devlet"
guz_ara_sinav_2022_cikmis_sorular_5,I. Sanayi Devrimi II. Fransız İhtilali III. Büyük Buhran Yukarıdakilerden hangileri sosyal politikanın ortaya çıkmasına neden olan koşulları hazırlayan tarihsel olaylardır?,D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal politikanın tarihsel olayları,"I. Sanayi Devrimi, II. Fransız İhtilali, III. Büyük Buhran"
guz_ara_sinav_2022_cikmis_sorular_6,"Çalışanın, işin yapılması ve yürütülmesi, yöntemi ve koşulları bakımından işverene bağlı olmasına ne ad verilir?",E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soruda geçen 'işin yapılması ve yürütülmesi' ifadesi,"Ekonomik bağımlılık, Hukuki bağımlılık, Sosyal bağımlılık, Teknik bağımlılık, Finansal bağımlılık"
guz_ara_sinav_2022_cikmis_sorular_7,Aşağıdakilerden hangisi sosyal politikanın kolektif kendi kendine yardım araçlarından biri değildir?,B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal politikanın kolektif kendi kendine yardım araçlarından biri değildir,"Sosyal Politika, Kolektif Kendi Kendine Yardım"
guz_ara_sinav_2022_cikmis_sorular_8,"Sosyal sorunların üretilmesini engelleyici bir unsur olarak toplumu oluşturan unsurları ayrıştırmak yerine birleştirmek, sosyal politikanın hangi hedefini ifade eder?",D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,birleştirme,"Birleştirme, Sosyal adalet"
guz_ara_sinav_2022_cikmis_sorular_9,Sanayi Devrimi’nin ortaya çıkardığı kötü çalışma koşullarına karşı işçileri ve emeği sermayeye karşı korumak ve bu yolla toplumdaki sınıf çatışmalarını önleyerek toplumun ve devletin varlığını sürdürmesini sağlamaya yönelik uygulamalara '-------' denir. Yukarıdaki cümlede boş bırakılan yeri aşağıdakilerden hangisi doğru şekilde tamamlar?,C,-,-,-,-
guz_ara_sinav_2022_cikmis_sorular_10,"Mevcut düzenlemelerin yetersizliği nedeni ile maden ocaklarında çalışan işçilerin insani çalıştırılma şartlarına yönelik olarak 1921 yılında çıkarılan, işçilerin çalışma hürriyeti, günlük mesai, asgari ücret, sosyal güvenlik, iş teftişi ve ceza-i müeyyideler konusunda önemli hükümler getiren düzenleme aşağıdakilerden hangisidir?",B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Sosyal Sigorta,"Sosyal Sigorta, Mecelle"
guz_ara_sinav_2022_cikmis_sorular_11,"Liberalizmin ekonomik ve sosyal etkilerine karşı olarak ortaya çıkan ve liberal düşüncenin temelinde yer alan bireyciliğe karşı, toplumun bireye üstünlüğü düşüncesini geliştiren iktisadi düşünce aşağıdakilerden hangisidir?",B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Liberalizmin ekonomik ve sosyal etkilerine karşı bireyciliğe karşı,"Bismarck, Sosyal Sigorta, Neo Liberalizm"
guz_ara_sinav_2022_cikmis_sorular_12,Sendikal örgütlenmenin önündeki engellerin kaldırılması ile özellikle bireysel olarak pazarlık gücüne sahip olamayan düşük nitelikli emeğin güçlendirilmesi ve toplu pazarlık yoluyla ücretinin artırılması gelir dağılımı politikası araçlarından hangisine bir örnektir?,E,-,-,-,-
guz_ara_sinav_2022_cikmis_sorular_13,II. Dünya Savaşı sırasında Almanya’da görülen ve mevcut emeğin tamamının kullanılmasına rağmen talebin karşılanamaması durumuna ne ad verilir?,E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Atıl istihdam,"Atıl istihdam, Sosyal Sigorta"
guz_ara_sinav_2022_cikmis_sorular_14,"I. Herkes için en az yaşama düzeyinin güvence altına alınması II. Gelirler arasındaki farklılıkların azaltılması III. Kişilere tanınacak fırsat eşitliği ile yükselme olanaklarının herkese açık bulundurulması Yukarıdakilerden hangileri, gelir dağılımını sağlamaya yönelik alınan sosyal politika önlemlerindendir?",E,Bilgi / Analiz,Kurum-Görev eşleştirmesi,güvence,"Gelir Dağılımı, Sosyal Politika"
guz_ara_sinav_2022_cikmis_sorular_15,I. Maliye politikası II. Ücret politikaları III. Fiyat politikası IV. Servet politikası Yukarıdakilerden hangileri gelir dağılımı politikasının araçlarındandır?,A,-,-,-,-
guz_ara_sinav_2022_cikmis_sorular_16,Aşağıdakilerden hangisi aktif istihdam politikalarından biridir?,A,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soruda kullanılan 'işsizlik sigortası' ifadesi,"Doğrudan kamu istihdamı, İşsizlik sigortası"
guz_ara_sinav_2022_cikmis_sorular_17,Kişilerin kendilerine sağlanan sosyal yardım ve hizmetlerden herhangi bir bedel ya da prim ödemeden yararlanmasına ne ad verilir?,B,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Primsiz sistem,"Primsiz sistem, Sosyal Sigorta"
guz_ara_sinav_2022_cikmis_sorular_18,Belirli bir dönemde belirli bir kitle tarafından tüketici mal ve hizmetlerine ödenen perakende fiyatlardaki değişikliklerin ölçüsüne ne ad verilir?,C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,perakende fiyatlardaki değişikliklerin ölçüsüne,"Tüketici fiyatları, Piyasa fiyatları"
guz_ara_sinav_2022_cikmis_sorular_19,"Yoksulluğu sadece mutlak anlamda bir yaşamı sürdürme meselesi olarak görmeyen, kişi ya da hane halkının sahip olduğu gelir düzeyinin, içinde yaşanılan toplumdaki ortalama gelir düzeyinin gerisinde kalma durumu olarak ifade edilen kavrama ------- denir. Yukarıdaki cümlede boş bırakılan yeri aşağıdakilerden hangisi doğru şekilde tamamlar?",D,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Soru kökündeki 'göreli yoksulluk' ifadesi,Gelir Yoksulluğu
guz_ara_sinav_2022_cikmis_sorular_20,"Çalışanın; verimliliği, eğitim düzeyi, kıdemi gibi unsurları dikkate almaksızın kararlaştırılan ödemenin belirli bir süre çalışılması sonunda hak edilmesi esasına dayanan ücret sistemi aşağıdakilerden hangisidir?",C,Bilgi / Analiz,Kurum-Görev eşleştirmesi,Süre çalışılması,"Miktar esasına dayalı ücret sistemi, Performansa dayalı ücret sistemi"
guz_ara_sinav_2022_cikmis_sorular_21,Ne zaman ortaya çıkacağı bilinmemekle birlikte ileride gerçekleşmesi muhtemel ya da muhakkak olan ve buna maruz kalan kişinin mal varlığında eksilmeye neden olan tehlikeye ne ad verilir?,Bilinmiyor,Analiz / Tahmin,Pekiştirmeli sorular,Bilinmemekle birlikte ... muhakkak olan ve buna maruz kalan kişi,"Sosyal Risk, İş Riski, Kaza Riski"
